,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
867,Astrid S,Dance Dance Dance,75708,2020-06-30 11:08:00,0.822,0.746,1,-4.963,0,0.0665,0.316,0.0542,0.143,0.298,128.06,6iZNerKaMbtDYsy9n6cKId,4
885,Jonas Blue,Rise - Acoustic,232650,2020-07-05 04:28:00,0.633,0.401,9,-6.498,1,0.0331,0.361,0.0,0.0968,0.16,113.998,4SSS0EPphdDS3CAoVUW05M,4
887,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),183746,2020-07-05 04:34:00,0.659,0.738,4,-5.072,0,0.0477,0.118,0.0,0.115,0.481,127.95,2lYTJK94hb0fd1LQtb6Dhk,4
889,Cheat Codes,Put Me Back Together (feat. Kiiara),173561,2020-07-06 03:47:00,0.567,0.644,0,-5.699,1,0.0278,0.0404,5.03e-06,0.0632,0.212,140.038,2zLIP4R6Yt3afkyh7uhmar,4
890,Sean Paul,Shot & Wine,208352,2020-07-06 03:51:00,0.802,0.755,10,-4.804,1,0.106,0.0499,0.0,0.0781,0.636,105.983,1M1k3Sxtf7u8Zj3eIzrJm0,4
891,David Guetta,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,210967,2020-07-06 03:55:00,0.684,0.818,4,-4.477,0,0.128,0.0469,3.39e-06,0.119,0.336,123.938,1mC2UjWt25Oixtqu7C6suL,4
903,R3HAB,All Around The World (La La La),147840,2020-07-07 04:47:00,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,1D2Aldrksl9yWWCIPOeDzy,4
940,The 1975,Sincerity Is Scary,9390,2020-07-10 13:17:00,0.648,0.524,2,-5.178,1,0.031,0.0495,7.99e-06,0.075,0.472,91.033,6HguG9HRb1Ke1bhihfE4m8,4
941,The 1975,The Sound,248879,2020-07-10 13:21:00,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,1Cj2vqUwlJVG27gJrun92y,4
973,SEREBRO,Между нами любовь,191406,2020-07-10 16:05:00,0.879,0.837,5,-3.476,1,0.127,0.357,0.0252,0.0792,0.413,96.001,6Xcw46N4rfZBY3tPw8EWVc,4
980,Dan + Shay,Road Trippin',203506,2020-07-11 04:21:00,0.378,0.474,4,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,7Gpr3kKk4BMgItz6UbI73q,4
983,Shawn Mendes,Stitches,187086,2020-07-11 05:02:00,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,5jsw9uXEGuKyJzs0boZ1bT,4
984,R. City,Don't You Worry,219485,2020-07-11 05:10:00,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,043bfUkTydw0xJ5JjOT91w,4
986,All-4-One,Say What You Want To,140673,2020-07-12 03:46:00,0.693,0.963,5,-3.38,0,0.0815,0.129,1.75e-06,0.147,0.96,155.069,3XNqmhYrChOyqSZOy3flg7,4
987,Great Good Fine Ok,Take It or Leave It,181848,2020-07-12 03:50:00,0.677,0.716,9,-6.312,1,0.272,0.0367,0.0,0.148,0.828,164.022,0qdnPX9umHlQBQuv2sYZlo,4
988,Celeste Buckingham,Run Run Run,205231,2020-07-12 03:53:00,0.541,0.615,6,-10.595,0,0.0327,0.0161,1.48e-05,0.395,0.533,132.996,3jwQt00cvkN57H6ZR75W2K,4
989,Olly Murs,Dance with Me Tonight,182985,2020-07-12 03:56:00,0.672,0.748,11,-5.922,0,0.0589,0.305,0.0,0.0811,0.964,163.984,1FSWSs9CL01RCYxXtm08Rf,4
990,Erik Hassle,Natural Born Lovers,217901,2020-07-12 04:00:00,0.398,0.595,8,-4.233,1,0.152,0.0243,0.0,0.135,0.445,154.305,5vfJeS5sIkvmsrhOXnC9Pk,3
992,Dan + Shay,Show You Off,174263,2020-07-12 04:06:00,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,190jyVPHYjAqEaOGmMzdyk,4
993,Maroon 5,Visions,213869,2020-07-12 04:10:00,0.549,0.869,11,-4.67,0,0.038,0.00625,0.0,0.154,0.452,145.003,5wbNHLxgWBpIXAmJwRTaxY,4
995,David Guetta,Titanium,12594,2020-07-12 07:43:00,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,0lHAMNU8RGiIObScrsRgmP,4
1019,Troye Sivan,Bloom,222096,2020-07-13 04:31:00,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,1HMQmOWrkieKYWlFsjUP3D,4
1020,Chelsea Cutler,Cold Showers,240093,2020-07-13 04:35:00,0.616,0.442,8,-6.019,1,0.0335,0.123,0.0,0.124,0.13,118.915,3pBLdDoPY9yRibQ1irnjTX,4
1021,No Rome,Cashmoney,198986,2020-07-13 04:38:00,0.539,0.486,1,-5.509,1,0.0752,0.0923,0.0,0.145,0.247,90.041,5FYYGR9dUsN7qSbuKriwxO,4
1022,The Band CAMINO,Daphne Blue,35665,2020-07-13 04:40:00,0.567,0.925,1,-2.775,0,0.0906,0.00239,0.0054,0.348,0.704,118.006,2FhJvFKyZng57iVQmFayVw,4
1068,Sam Fischer,This City - Luca Schreiner Remix,112477,2020-07-16 07:00:00,0.421,0.616,6,-5.637,1,0.209,0.298,0.0,0.114,0.299,169.359,7MPyCqsJcpRaMYM1UTP2Y6,4
1073,RAYE,Love Me Again (with Jess Glynne) - Zac Samuel Remix,163480,2020-07-16 07:16:00,0.74,0.69,5,-8.652,1,0.038,0.034,0.00211,0.126,0.456,122.988,1r1qeSfQWLFnw69uWESesR,4
1077,The Script,The Last Time,196106,2020-07-16 12:38:00,0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,94.05,0y6kdSRCVQhSsHSpWvTUm7,4
1078,Freya Ridings,Castles - Sam Feldt Remix,120091,2020-07-16 12:44:00,0.63,0.901,4,-3.806,1,0.0476,0.0422,0.000615,0.35,0.587,120.022,0AZJDOGsRHnR9GEMWqzOiP,4
1080,Anna Clendening,Boys Like You,20990,2020-07-16 13:04:00,0.664,0.607,2,-8.822,1,0.113,0.23,0.0,0.164,0.541,95.958,2JtuQZHQAtNO13O8KLQSxE,4
1082,Megan Thee Stallion,Savage Remix (feat. Beyoncé),3081,2020-07-16 13:15:00,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,5v4GgrXPMghOnBBLmveLac,4
1083,Bahari,Savage,4652,2020-07-16 13:15:00,0.721,0.427,3,-7.374,0,0.0526,0.87,0.0,0.1,0.44,98.022,7pPciGaYxP2FsFQCIBDEhb,4
1088,Meland x Hauken,Chernobyl 2017,29321,2020-07-17 04:36:00,0.607,0.81,1,-4.504,1,0.258,0.0722,0.0,0.343,0.481,160.084,47LOnt9dxPD2dI6fZFH5as,4
1089,Pietro Lombardi,Nur ein Tanz,1592,2020-07-17 04:36:00,0.652,0.752,10,-4.359,1,0.0591,0.111,0.0,0.139,0.621,95.986,6oaNpCVXUtmG0eKxsPO6Uf,4
1110,James Arthur,Naked - CADE Remix,10849,2020-07-18 09:27:00,0.604,0.556,6,-7.845,1,0.0593,0.0971,0.0,0.0991,0.392,120.076,0w2CIOs32MeHgUOVgAsDt8,4
1117,Robin Schulz,In Your Eyes (feat. Alida) - LUM!X Remix,203906,2020-07-18 10:40:00,0.692,0.777,6,-5.472,1,0.19,0.123,3.03e-05,0.176,0.694,128.017,4sDsOUcpA53YU5HZ8A3VZT,4
1120,Black Eyed Peas,RITMO (Bad Boys For Life) - Rosabel Club Remix,458214,2020-07-18 10:54:00,0.676,0.962,5,-6.366,1,0.0385,0.003,0.0973,0.0131,0.684,126.99,269In3yeB8gBoOf9mJ3EoS,4
1121,Major Lazer,Que Calor (feat. J Balvin & El Alfa),169997,2020-07-18 10:57:00,0.795,0.885,8,-4.13,1,0.0715,0.0375,0.00638,0.292,0.46,126.037,4kWjdgFMPEazSpFcryNYja,4
1123,INNA,Te Vas - Maesic Remix,189423,2020-07-18 11:09:00,0.874,0.738,6,-3.599,0,0.143,0.0884,0.0179,0.154,0.269,100.005,1xbOi8uI3sM3ALJHevLI70,4
1125,Little Mix,Woman Like Me - Banx & Ranx Remix,124853,2020-07-18 11:15:00,0.621,0.903,5,-3.797,0,0.292,0.0782,0.0,0.116,0.897,170.083,3caKSofgCpcpMemSVCxsPG,4
1126,Sean Paul,Contra La Pared - Dom Da Bomb Remix,12164,2020-07-18 11:18:00,0.688,0.793,2,-3.798,1,0.083,0.0276,0.0,0.178,0.607,191.789,1GejDZaQFo6vWH8uejXNk0,4
1127,David Guetta,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,189374,2020-07-18 11:18:00,0.678,0.747,10,-5.289,0,0.165,0.0395,0.0,0.174,0.516,120.002,3TjLsDgL0bTbSQIF6M5Ki8,4
1128,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,2020-07-18 11:22:00,0.843,0.802,1,-4.167,0,0.228,0.158,5e-06,0.0642,0.618,95.881,0KoiMHhqKLoL4xM54rcWYY,4
1135,Little Mix,Think About Us (feat. Ty Dolla $ign),234434,2020-07-18 11:49:00,0.512,0.795,8,-3.714,1,0.146,0.0845,0.0,0.102,0.432,175.989,6mkPKZqPIdyYdFePOwLXqQ,4
1136,Pia Mia,Crybaby (feat. Theron Theron),221889,2020-07-18 11:53:00,0.681,0.761,7,-3.589,1,0.0996,0.114,0.0,0.0658,0.552,95.088,6c1CQyRNPwpG7KlX4r1QRi,4
1138,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),185194,2020-07-18 12:00:00,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,6osaMSJh9NguagEDQcZaKx,4
1142,Camila Cabello,Crying in the Club,216391,2020-07-18 12:19:00,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,1SJtlNRJDeYHioymcvsqev,4
1144,traila $ong,Bass Drop,78777,2020-07-18 12:22:00,0.688,0.283,6,-17.224,0,0.0971,0.122,0.911,0.108,0.602,135.978,5uPfH3O5bAIABrnMWkEiNG,4
1166,Little Mix,Break Up Song,200299,2020-07-19 04:09:00,0.529,0.521,7,-5.277,1,0.0378,0.366,0.0,0.296,0.438,173.688,5U4zBRfVdqaL1kOULNtZ1T,3
1174,SHY Martin,Make Us Never Happen,1544,2020-07-19 08:23:00,0.61,0.489,10,-8.541,0,0.127,0.308,0.0,0.165,0.331,105.016,03ARE7xKtbCVV2GE5j0IWq,4
1225,Conor Maynard,Waste Your Time,1021,2020-07-21 15:33:00,0.71,0.573,11,-6.059,1,0.107,0.126,0.0,0.103,0.484,93.958,5YwxSa50wbOB8bw5jIllgk,4
1282,Iggy Azalea,Kawasaki,133136,2020-07-29 15:37:00,0.648,0.656,6,-4.31,1,0.54,0.041,0.0,0.0809,0.351,109.843,1IUUMsKE93d3FaOE0OQuXo,5
1283,Iggy Azalea,Work,223196,2020-07-29 15:41:00,0.435,0.923,6,-5.985,0,0.221,0.0301,4.26e-06,0.09,0.546,104.611,7lx9ahLiuVTK1ArFp9yAmL,4
1284,Tinashe,All Hands On Deck REMIX (feat. Iggy Azalea),352,2020-07-29 15:42:00,0.807,0.53,7,-4.236,0,0.0415,0.493,7.07e-05,0.236,0.429,97.007,5rX9fqEGsHnQeEEsc1Cc3J,4
1287,Iggy Azalea,Flexin and Finessin (feat. Juicy J),1369,2020-07-29 15:42:00,0.61,0.769,8,-7.597,1,0.334,0.0451,3.41e-06,0.0924,0.353,130.708,63TrLJ1d8Bns8Ckg21Enw7,4
1315,Rihanna,We Found Love,215226,2020-07-30 06:32:00,0.735,0.766,1,-4.485,1,0.0384,0.025,0.00141,0.108,0.6,127.975,6qn9YLKt13AGvpq9jfO8py,4
1318,The Saturdays,What About Us,546,2020-07-30 06:33:00,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,0Qh38w01QRXK6KHIv0e3hb,4
1320,Rita Ora,How We Do (Party),247026,2020-07-30 06:41:00,0.738,0.922,7,-3.94,1,0.0835,0.0034,0.0,0.0986,0.689,116.024,5zBDg6Pp5LFyhaSCqm3p5d,4
1338,Brekk,Islands (feat. Nathan Brumley),354692,2020-08-09 04:00:00,0.719,0.784,8,-4.087,0,0.0354,0.432,0.000263,0.334,0.385,94.004,1dNmpQ1Ipbft7WyNbMJXX9,4
1343,Lulleaux,Contact,141875,2020-08-11 02:56:00,0.4,0.756,11,-8.423,0,0.0492,0.00282,0.753,0.0695,0.0924,123.828,2KHRENHQzTIQ001nlP9Gdc,4
1348,Gestört aber GeiL,Be My Now,167491,2020-08-11 03:13:00,0.75,0.596,7,-6.531,1,0.0306,0.486,0.00568,0.21,0.439,94.972,6hfNsCnLZyEgDivKqZZntN,4
1349,R3HAB,Trouble,173203,2020-08-11 03:16:00,0.681,0.187,10,-15.561,1,0.057,0.65,0.0,0.244,0.638,115.055,1JsOWOtjLzQ5kLPNIUzkEu,4
1352,Mako,Run For Your Life (feat. Natalola) - Attom Chill Remix,204123,2020-08-11 03:31:00,0.644,0.696,11,-6.674,1,0.0293,0.519,0.00408,0.129,0.241,96.981,05dumYBOrmR0zLuFhxwxTT,4
1355,Zonoma,Don't Let Me Down - Tropical House Mix,188789,2020-08-11 03:40:00,0.637,0.863,11,-3.129,1,0.0949,0.0475,1.13e-05,0.202,0.582,94.929,0ycVaIaqd6xgDOnqr5n2fR,4
1356,De Hofnar,Breakup Song,177832,2020-08-11 03:43:00,0.529,0.521,7,-5.277,1,0.0378,0.366,0.0,0.296,0.438,173.688,5U4zBRfVdqaL1kOULNtZ1T,3
1358,Ed Sheeran,Shape of You,77497,2020-08-11 03:46:00,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,4
1359,Sevdaliza,Oh My God,172004,2020-08-11 03:50:00,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,3Kkjo3cT83cw09VJyrLNwX,4
1360,Poo Bear,Yes Please,189333,2020-08-11 03:53:00,0.636,0.711,8,-6.763,0,0.16,0.0728,0.0,0.293,0.457,74.985,0ygxJb76I3ubyFmeoUSkEG,4
1362,Lil Tecca,Ransom,108596,2020-08-11 04:02:00,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,1lOe9qE0vR9zwWQAOk6CoO,4
1363,Mokita,Love Alone,171378,2020-08-11 04:05:00,0.444,0.167,10,-11.631,1,0.0305,0.698,0.000145,0.1,0.135,139.641,1Cy68FgPubKQYj1Bbv9C5q,4
1364,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,144493,2020-08-11 04:07:00,0.76,0.478,2,-5.574,1,0.0467,0.552,0.0,0.0703,0.913,89.908,3KkXRkHbMCARz0aVfEt68P,4
1366,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",191979,2020-08-11 04:14:00,0.568,0.701,3,-4.566,0,0.0426,0.209,1.06e-06,0.0769,0.353,89.969,100eDEmpWV5YGVCqHI0leU,4
1368,ZAYN,Too Much (feat. Timbaland),166225,2020-08-11 04:19:00,0.45,0.646,0,-4.443,1,0.0566,0.00442,0.000473,0.0855,0.3,90.246,2bkNIMseHRfLidQqpXGsBx,1
1369,KYLE,Babies (feat. Alessia Cara),213293,2020-08-11 04:27:00,0.672,0.543,6,-7.07,1,0.0335,0.121,8.05e-05,0.331,0.198,90.025,2iTQEWxLtKrIoYr7FIWq6q,4
1386,Dan + Shay,Tequila - R3HAB Remix,157424,2020-08-11 13:25:00,0.58,0.964,10,-4.872,1,0.109,0.0144,0.00417,0.138,0.465,143.09,71FvjpgB9Z39Icf27VnEzf,4
1390,Rak-Su,45 Man - Bonus Track,206529,2020-08-12 14:11:00,0.664,0.883,1,-5.671,1,0.276,0.0223,0.0,0.0818,0.695,140.058,49NWFeDYeNBx55vxxmwCQe,4
1418,Lost Kings,First Love,207427,2020-08-13 03:24:00,0.694,0.588,2,-6.24,1,0.0565,0.358,0.0,0.299,0.794,73.929,3QQAeMQbbjZXVFbF8DgFWT,4
1419,CVBZ,Be Like You,180143,2020-08-13 03:27:00,0.747,0.446,7,-13.258,0,0.0989,0.612,0.000109,0.179,0.787,96.636,6FJmVOcQPaRYGiJQRIpWAL,4
1420,HAKUNA,Layers,177082,2020-08-13 03:30:00,0.659,0.689,11,-5.129,0,0.449,0.213,0.0,0.0791,0.61,124.934,7ipUYshiPzzUs9EdeOsBFO,4
1421,Olly Murs,Grow Up - Martin Jensen Remix,206946,2020-08-13 03:34:00,0.752,0.714,8,-4.847,1,0.0437,0.034,2.74e-06,0.0777,0.56,95.015,1workHZmzXmTaYdrfFOKDQ,4
1422,LANY,Super Far,203650,2020-08-13 03:37:00,0.575,0.46,1,-6.839,1,0.182,0.0988,0.0,0.227,0.462,95.952,15ahYSiHAIMxAnujlXVtta,4
1423,Matoma,Running Out,211200,2020-08-13 03:41:00,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,5QvBXUm5MglLJ3iBfTX2Wo,4
1425,Seeb,What Do You Love,211875,2020-08-13 03:48:00,0.55,0.918,11,-2.818,1,0.0723,0.149,1.7e-05,0.355,0.35,95.977,4aB4udr3pcJuENmfDitPSZ,4
1426,BANNERS,Start A Riot - Thundatraxx Remix,188773,2020-08-13 03:51:00,0.637,0.77,2,-5.637,1,0.0297,0.0162,4.92e-05,0.293,0.643,94.97,0b29RCV8LpmnNht0r4LgV1,4
1427,JP Cooper,September Song,220290,2020-08-13 03:56:00,0.614,0.615,0,-6.7,0,0.0444,0.054,0.0,0.0921,0.374,95.942,0zbzrhfVS9S2TszW3wLQZ7,4
1428,Sam Feldt,Exodus (feat. Otis Parker & Garrison Starr),180331,2020-08-13 03:59:00,0.632,0.507,1,-10.148,1,0.032,0.684,0.0,0.0842,0.315,95.044,6gQWmoWydnPgNW5JuijB1r,4
1429,Felix Jaehn,"Cool (feat. Marc E. Bassy, Gucci Mane)",190616,2020-08-13 04:02:00,0.62,0.747,2,-5.5,1,0.14,0.0591,0.0,0.089,0.312,94.832,3Ij7tqW9jVJ41dG06MZkFU,4
1430,Jabberwocky,Holding Up - Radio Edit,202535,2020-08-13 04:05:00,0.54,0.778,4,-5.323,1,0.0477,0.143,0.0,0.0958,0.249,127.958,7uzUvsF9Gy7znHzOK3VHod,4
1433,Frank Pierce,Vibe (feat. Emily Bonabon),76849,2020-08-13 04:14:00,0.687,0.865,7,-5.501,0,0.0335,0.00821,0.000102,0.156,0.601,94.01,1KTu92zFjElqc3h20XCwE3,4
1437,Rak-Su,Flights,121947,2020-08-13 10:25:00,0.593,0.41,3,-13.097,0,0.0531,0.886,0.0993,0.115,0.201,122.584,6Yj7Zhxt73uvwFFvzQXdxO,4
1441,Rak-Su,To Be Rak Su,70914,2020-08-13 11:15:00,0.695,0.797,7,-5.199,1,0.0548,0.00259,0.112,0.664,0.297,124.972,2egKQvoHiCJyHXn8lRlsrl,4
1444,HRVY,Talk To Ya,208960,2020-08-13 11:22:00,0.668,0.807,9,-4.8,1,0.0993,0.189,9.24e-06,0.183,0.777,119.942,0PFGX2bL2gVYxCvTP9O6c0,4
1446,RAYE,Please Don’t Touch,32221,2020-08-13 14:04:00,0.793,0.747,8,-3.809,1,0.039,0.0278,0.0,0.292,0.282,117.978,16eNwSoWmJh5GSjN8ECmIp,4
1447,Seeb,Cruel World,205531,2020-08-15 03:32:00,0.556,0.98,5,-2.47,1,0.067,0.000207,0.0,0.299,0.354,109.988,1Mo9VqgQ7ubhtBmDY6dBmC,4
1448,Isaiah Firebrace,It's Gotta Be You,97407,2020-08-15 03:33:00,0.422,0.745,8,-4.632,1,0.0378,0.221,0.0,0.0981,0.588,95.487,6cAKeFFYW2aClZSUyvqAEW,4
1449,Andrelli,Old Man,220500,2020-08-15 03:37:00,0.697,0.184,4,-18.557,0,0.0388,0.431,0.00861,0.248,0.445,141.106,6grFWYpLQul3nAHjzzPKT8,4
1450,Digital Farm Animals,Millionaire (feat. Nelly) - Alan Walker Remix,189346,2020-08-15 03:41:00,0.603,0.805,5,-4.577,1,0.0546,0.0188,0.0,0.148,0.421,96.043,2SexyIISEw8wdzDx61YdYb,4
1452,Alvaro,Watching You,66723,2020-08-15 03:45:00,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,5OusUgzHz6Ulb3GZT7WUo5,4
1454,Alicia Keys,No One,114974,2020-08-15 03:54:00,0.421,0.746,2,-8.534,1,0.0646,0.199,5.32e-05,0.445,0.218,135.826,3PyzWG2oM9PynjZWxDfKAZ,4
1455,Rudimental,Feel the Love (feat. John Newman),224090,2020-08-15 03:57:00,0.385,0.705,1,-6.849,1,0.0601,0.0026,0.000184,0.686,0.24,179.948,2VvCoqF4p46cvyVbhbDsaJ,4
1464,P!nk,Can We Pretend (feat. Cash Cash) - Sigala Remix,177793,2020-08-16 03:46:00,0.703,0.879,1,-4.514,0,0.177,0.0693,0.0,0.315,0.542,124.972,1k08GK7ox8SDmEMvn81TwU,4
1467,Cash Cash,Gasoline (feat. Laura White) - Felix Cartal Remix,203414,2020-08-16 03:55:00,0.637,0.862,5,-2.444,1,0.0388,0.00781,0.000145,0.0752,0.416,123.042,4lN0PcEXRKNOmkqpQH59ma,4
1480,Niall Horan,No Judgement,164281,2020-08-18 03:13:00,0.723,0.726,1,-3.835,0,0.0473,0.0564,0.000129,0.057,0.962,100.051,2sGF7DBXvL2GjkbG606m1G,4
1487,Bastille,Another Place,193212,2020-08-18 03:33:00,0.685,0.742,8,-5.409,1,0.0471,0.22,0.0,0.185,0.618,115.008,2Fn4gZI3MAeWTiv7cSVxZQ,4
1488,Tate McRae,stupid,160123,2020-08-18 03:36:00,0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906,6qNB2ChCVPepl5ZjVJJTUW,4
1491,Jonas Brothers,X (with KAROL G),120003,2020-08-18 03:44:00,0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,77fvnWALKJR0ws1VUx09CY,4
1512,88rising,Indigo,148190,2020-08-20 03:05:00,0.433,0.726,2,-5.742,1,0.0491,0.000163,4.66e-05,0.0703,0.125,141.892,5Xe0HWGA1cqaTJvZS2ByHo,4
1513,X Ambassadors,Unsteady - Justin Caruso Remix,157095,2020-08-20 03:12:00,0.576,0.702,11,-6.025,0,0.0607,0.0279,1.34e-05,0.313,0.277,144.969,3Y9smXGzIcoMzg5UhItDqh,4
1514,Smallpools,Killer Whales,219239,2020-08-20 03:18:00,0.416,0.849,8,-3.833,1,0.0503,0.000303,4.23e-05,0.185,0.677,144.844,0qnOjNW04qpcgXqD9dwru2,4
1515,Armin van Buuren,Ready - Set - Go,348467,2020-08-20 03:27:00,0.588,0.939,1,-4.464,1,0.392,0.139,1.18e-06,0.552,0.731,159.904,57Fe6xAsRHARo7JvmBcGol,4
1516,Calboy,Chariot (feat. Meek Mill & Lil Durk),149623,2020-08-20 03:29:00,0.808,0.694,11,-5.944,0,0.245,0.207,0.0,0.074,0.503,146.036,41qvyd8cnQbN9aOPoJSNhp,4
1517,Trippie Redd,Snake Skin,79029,2020-08-20 03:30:00,0.667,0.558,8,-8.833,0,0.0497,0.0577,0.0,0.0662,0.551,144.032,3jdByIcSM5sk4uUrQVC4JU,4
1518,CHVRCHES,Make Them Gold,224610,2020-08-20 03:34:00,0.61,0.852,5,-5.687,1,0.0434,0.013,0.0,0.0915,0.479,145.27,3Sp6K9ORbzNmJ56DYuFJ7w,4
1519,Lil Tecca,Did It Again,30001,2020-08-20 03:35:00,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,4guBZjUyrGoHsTahO3IHdj,4
1525,Ellie Goulding,Hate Me,188066,2020-08-20 07:58:00,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE,4
1526,Madison Beer,Dear Society,179576,2020-08-20 08:01:00,0.651,0.594,7,-6.374,0,0.0491,0.163,0.0,0.133,0.416,145.942,0Es6dDXHGqqQWoA8tlK4LG,4
1527,Selena Gomez & The Scene,Naturally,147878,2020-08-20 08:03:00,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,1YaVmBh7EAeR54FIjuFcb5,4
1528,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",145316,2020-08-20 08:06:00,0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,4YutJsNwBBInE8vemufpQ8,3
1540,Rak-Su,Palm Trees,157800,2020-08-21 05:23:00,0.606,0.708,7,-6.188,1,0.56,0.287,0.0,0.477,0.407,84.615,1h29y63PqkBoEXbyiumalC,5
1555,Loote,she's all yours,161946,2020-08-22 05:08:00,0.573,0.662,6,-5.657,1,0.0461,0.0561,0.0,0.148,0.361,157.791,50p8v7PAXUBoD5MzoZdr9s,4
1556,Rixton,Me And My Broken Heart,193733,2020-08-22 05:11:00,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,1oew3nFNY3vMacJAsvry0S,4
1627,Jake Miller,SKINNYDIP,211640,2020-08-26 05:10:00,0.633,0.688,11,-6.929,1,0.0408,0.153,0.0,0.116,0.756,160.002,0FQAOxq5XJhsW1oFTZpjPb,4
1656,Hardwell,Out Of This Town,180000,2020-08-28 04:00:00,0.549,0.902,5,-3.444,0,0.071,0.00863,0.000171,0.355,0.633,149.902,6wEotG7E3R9ztdmJ8VNMWH,4
1685,Fifth Harmony,Miss Movin' On,193733,2020-08-28 10:58:00,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,0gL0Xf8CN95HmgfEYYLRZV,4
1686,Nicki Minaj,Super Bass,200013,2020-08-28 11:01:00,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,4
1687,Iggy Azalea,Survive The Summer,164520,2020-08-28 11:04:00,0.924,0.664,11,-4.768,0,0.216,0.0198,0.00352,0.116,0.29,140.002,4XzGuiMHSVmgRozWYS6Szp,4
1688,Iggy Azalea,Personal Problem,166093,2020-08-28 11:07:00,0.938,0.487,1,-11.186,1,0.235,0.0597,0.0,0.227,0.742,100.051,5sfeKt0nDV7yS7g7ZTzWdb,4
1689,Rita Ora,Your Song,180746,2020-08-28 11:10:00,0.552,0.315,3,-11.028,1,0.0299,0.828,5.52e-06,0.101,0.324,128.187,38zsOOcu31XbbYj9BIPUF1,4
1690,Iggy Azalea,Switch,189600,2020-08-28 11:13:00,0.687,0.66,10,-6.961,0,0.185,0.0992,0.0,0.169,0.295,167.207,6ZVdAUo16fX2EPV1HKDSzZ,4
1691,Rita Ora,Let You Love Me,165814,2020-08-28 11:16:00,0.531,0.854,10,-3.149,1,0.198,0.288,0.0,0.0773,0.456,94.419,6xtcFXSo8H9BZN637BMVKS,4
1694,Charli XCX,Boom Clap,169866,2020-08-28 11:54:00,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,7982sGZuvo5OXsY6REzgIn,4
1700,Charli XCX,1999,189000,2020-08-28 12:15:00,0.802,0.502,11,-7.136,0,0.059,0.856,0.0,0.256,0.675,123.097,5SnQILxl7lE7J8bRgM3NSb,4
1703,Pia Mia,HOT,154533,2020-08-28 12:24:00,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4xdBrk0nFZaP54vvZj0yx7,4
