,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
4891,Halsey,Roman Holiday,201549,2021-01-20 09:04:00,0.377,0.836,5,-4.429,1,0.0416,0.0322,2.39e-05,0.105,0.747,74.118,6s8PRmROPJHlqZmu9Bbviz,4
4892,Halsey,Castle,277623,2021-01-20 09:08:00,0.627,0.572,7,-7.461,0,0.0328,0.252,0.0,0.0946,0.163,129.965,16w8ZGVSjI4TlTLV8VimBY,4
4893,BTS,Boy With Luv (feat. Halsey),229773,2021-01-20 09:14:00,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4a9tbd947vo9K8Vti9JwcI,4
4917,Halsey,Gasoline,199593,2021-01-21 08:22:00,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,120.001,2IO7yf562c1zLzpanal1DT,4
4918,Halsey,clementine,234410,2021-01-21 08:27:00,0.634,0.67,6,-5.422,1,0.0747,0.0305,2.06e-06,0.144,0.361,169.17,06ZVdd9hNVlNv9fAd5NUok,4
4922,Halsey,You should be sad,205473,2021-01-21 08:45:00,0.591,0.585,2,-6.35,1,0.0276,0.143,0.0,0.109,0.323,110.943,7lidXGPXPYLNThITAOTlkK,4
4933,Zara Larsson,Don't Worry Bout Me,208811,2021-01-21 09:34:00,0.816,0.33,5,-10.801,0,0.275,0.0195,0.0,0.0784,0.344,98.063,70wMUMvRxrqAujGsV1TRCD,4
4946,DEAMN,Touch Your Body,182105,2021-01-22 02:46:00,0.747,0.639,8,-8.118,0,0.397,0.368,0.0,0.145,0.322,97.425,2FabnqpCzc59bbFo5kw4IF,4
4951,Black Eyed Peas,GIRL LIKE ME,222522,2021-01-23 02:28:00,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,1zLBsSVxETQOfINOLYvT5m,4
4952,Black Eyed Peas,VIDA LOCA,234374,2021-01-23 02:32:00,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,0Ph6L4l8dYUuXFmb71Ajnd,4
4953,Black Eyed Peas,NO MAÑANA,221694,2021-01-23 02:37:00,0.885,0.681,6,-7.663,1,0.0439,0.129,0.0161,0.384,0.569,117.979,1clKJlcPmm4BY9TkXKQxso,4
4954,Black Eyed Peas,TONTA LOVE,230476,2021-01-23 02:41:00,0.902,0.632,11,-4.807,0,0.372,0.436,0.00015,0.127,0.368,126.039,6OqyEdTrKOLRa4MDLNO34U,4
4955,Black Eyed Peas,CELEBRATE,9488,2021-01-23 02:41:00,0.537,0.802,6,-1.592,1,0.0482,0.0572,0.0,0.245,0.211,123.185,2qyPusQAEErHVFgBLW4BzX,4
4977,Kesha,Thinking of You,184213,2021-01-24 15:04:00,0.642,0.924,6,-2.946,1,0.0761,0.0834,2e-06,0.106,0.679,132.065,58wWZX8a2sRCe213b9hjG5,4
4978,Rak-Su,Mamacita,196386,2021-01-24 15:09:00,0.812,0.631,8,-11.568,1,0.0762,0.244,0.0,0.176,0.842,118.022,3ygjvFPRKBEhG0sjUsBwuT,4
4979,Sam Smith,How Do You Sleep?,54852,2021-01-24 15:09:00,0.561,0.682,1,-4.931,0,0.0856,0.153,0.0,0.0763,0.359,165.944,6b2RcmUt1g9N9mQ3CbjX2Y,4
5018,DEAMN,Dangerous,181111,2021-01-24 17:41:00,0.703,0.655,10,-5.74,0,0.21,0.712,0.0,0.119,0.382,159.998,2sxpbOUUSzRrms8vSZwxvo,4
5068,DEAMN,Ecstasy,205714,2021-01-28 06:28:00,0.551,0.677,2,-7.311,1,0.0665,0.0173,0.0,0.381,0.195,106.414,1JgknGBbrfmEHeOZH051SS,4
5069,DEAMN,Jump - Original Mix,31881,2021-01-28 06:29:00,0.846,0.826,10,-7.909,0,0.098,0.0867,0.0,0.12,0.813,134.454,1kIu9zpYtWjgrLlsactlna,4
5070,KSHMR,The World We Left Behind (feat. KARRA),187548,2021-01-28 06:33:00,0.483,0.82,5,-7.586,0,0.052,0.0149,1.76e-06,0.101,0.275,101.036,1tpJ6wdE1jOg8aThxas4oR,4
5072,Galantis,Dandelion,140011,2021-01-28 06:36:00,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,2eAvDnpXP5W0cVtiI0PUxV,3
5074,Jax Jones,i miss u - Chaya Remix,199995,2021-01-28 06:43:00,0.579,0.773,11,-8.569,0,0.0316,0.0108,0.027,0.102,0.288,124.991,4q23KGI0M67tdQk8A5LVnz,4
5075,Blasterjaxx,Golden (feat. RIELL),135230,2021-01-28 06:47:00,0.576,0.799,8,-4.924,1,0.101,0.0268,0.0,0.148,0.31,124.948,6FE9Cfmoq6j5fAp8WsXgxS,4
5078,Marshmello,Too Much (feat. Imanbek & Usher) - Alle Farben Remix,146654,2021-01-28 06:56:00,0.707,0.878,6,-4.156,0,0.0534,0.00605,5.82e-06,0.0946,0.559,126.102,0TEk9SHs3MJl8S0Qgtbzqh,4
5080,DubVision,Back To Life - Scorz Remix,212903,2021-01-28 07:04:00,0.556,0.799,2,-6.751,1,0.0531,0.00145,0.00592,0.134,0.189,124.077,6GCqBheGSqx8fukHbhMoc4,4
5082,Dr Phunk,Firebomb,91337,2021-01-28 07:09:00,0.384,0.893,0,-3.992,1,0.143,0.00418,0.0406,0.549,0.632,153.111,56NCl4NToAawSrEKashS8p,4
5083,Steve Aoki,Close to You (feat. PollyAnna),190400,2021-01-28 07:15:00,0.572,0.904,0,-3.821,1,0.0451,0.0169,0.00261,0.311,0.378,150.035,0AGDIDAoJrjUcSiDgm7bMw,4
5084,Rak-Su,Left Right,190050,2021-01-28 07:20:00,0.778,0.729,2,-8.253,1,0.237,0.0376,0.0,0.679,0.224,94.996,2TTDO3TyBiFKILOBER1WF2,4
5085,Justin Bieber,Lonely (with benny blanco) - Acoustic,126394,2021-01-28 07:24:00,0.365,0.117,11,-10.61,0,0.041,0.969,2.48e-06,0.684,0.119,168.744,4fKiuIavbsoTRZ6R7xuAyT,4
5087,Why Don't We,Grey,19970,2021-01-28 09:43:00,0.793,0.665,2,-6.457,1,0.178,0.0265,1.67e-05,0.0796,0.433,159.98,4iSHIHjbwqztgHdSeTjuMN,4
5088,Ytram,Fire (feat. Elderbrook) - KAIOS Remix,21017,2021-01-28 09:43:00,0.662,0.658,3,-10.097,0,0.0416,0.00134,0.841,0.0861,0.192,126.013,5lYtdxQKPLUHA3tKXb7yyx,4
5089,Silk City,New Love (feat. Ellie Goulding),187978,2021-01-28 09:47:00,0.786,0.732,7,-6.664,1,0.0421,0.0547,2.47e-06,0.342,0.631,123.982,5iEI2hHcG8bnKmUelPk08F,4
5091,Reggio,Legacy,7501,2021-01-28 09:52:00,0.664,0.899,9,-3.711,0,0.474,0.276,0.0,0.197,0.534,164.125,1mavQ4WCzXSeL2Dm5DS4GQ,4
5093,Lewis Capaldi,Someone You Loved,5653,2021-01-28 09:53:00,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,4
5094,Meek Mill,Going Bad (feat. Drake),12356,2021-01-28 09:53:00,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,2IRZnDFmlqMuOrYOLnZZyc,4
5095,Faithless,I Need Someone (feat. Nathan Ball & Caleb Femi) (Alok Remix) (Edit),36225,2021-01-28 09:53:00,0.605,0.85,8,-6.717,1,0.0389,0.0379,0.462,0.103,0.231,125.988,2SRXYw6xqVQvtv9uFZlnvI,4
5097,Post Malone,rockstar (feat. 21 Savage),82882,2021-01-28 10:01:00,0.585,0.52,5,-6.136,0,0.0713,0.124,7.75e-05,0.131,0.129,159.798,0e7ipj03S05BNilyu5bRzt,4
5098,Bad Bunny,MIA (feat. Drake),210367,2021-01-28 10:04:00,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.061,3Ueq2zboxwAbsvHrOjdEqz,4
5099,Shawn Mendes,If I Can't Have You,2656,2021-01-28 10:07:00,0.691,0.823,2,-4.197,1,0.0622,0.489,0.0,0.134,0.87,123.943,2bT1PH7Cw3J9p3t7nlXCdh,4
5100,Ariana Grande,"thank u, next",4377,2021-01-28 10:07:00,0.72,0.654,1,-5.634,1,0.0647,0.227,0.0,0.101,0.411,106.976,3e9HZxeyfWwjeyPAMmWSSQ,4
5101,Billie Eilish,bad guy,87512,2021-01-28 10:07:00,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,4
5104,Anuel AA,Secreto,258800,2021-01-28 10:18:00,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,5W83ErFkO3aKAIS1WMi6u0,4
5105,Anuel AA,China,243570,2021-01-28 10:24:00,0.561,0.826,2,-5.842,1,0.0972,0.00289,0.0,0.432,0.499,141.98,0QTUoI90fBFdKkd4h8fsOu,4
5108,Lil Nas X,Old Town Road,2377,2021-01-28 10:24:00,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,0F7FA14euOIX8KcbEturGH,4
5110,Robin Schulz,Sugar (feat. Francesco Yates),219043,2021-01-28 10:28:00,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,4
5111,Robin Schulz,Shed a Light,50377,2021-01-28 10:29:00,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,1eyrmeiDpdTkOmA839nPVQ,4
5116,Rat City,I Just Wanna Dance,175163,2021-01-28 10:41:00,0.544,0.953,0,-5.531,0,0.0319,0.00988,0.621,0.161,0.529,130.017,7zirrBlMqY5UD6DIQa0Lut,4
5117,DubVision,Stand By You,157173,2021-01-28 10:43:00,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,3kSXn1osC89W8JcPLozTzs,4
5118,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,109474,2021-01-28 10:45:00,0.803,0.796,6,-5.077,0,0.0343,0.0522,2.69e-05,0.25,0.549,114.95,2rUsJXt4NeeDiIU6sBvrxo,4
5120,Hayden James,Right Time,25031,2021-01-28 10:49:00,0.649,0.767,7,-5.391,1,0.0412,0.0451,0.0,0.0971,0.797,100.022,1uk0BgTF1QWpOpUuEyFbo3,4
5121,Nuschi,Dancing in My Bed,168000,2021-01-28 10:52:00,0.771,0.848,7,-4.561,0,0.0415,0.042,2.34e-06,0.0738,0.74,116.029,1ueCg1U8R8592CpGzO7LJp,4
5122,Yung Bae,Bad Boy (feat. bbno$) - Low Steppa Remix,186807,2021-01-28 10:55:00,0.827,0.786,6,-6.969,0,0.0931,0.032,9.16e-05,0.0795,0.745,124.008,0iorfThvp0sgwOB1qcZDk3,4
5124,Illyus & Barrientos,Promise,155204,2021-01-28 11:00:00,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,08PdFBcXzpkn1cWNgmKqhn,4
5127,MOTi,Show Me Love,118538,2021-01-28 11:26:00,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4t0UsYzmmmZRMTWn77jiGF,4
5129,Winona Oak,Oxygen - Dario Rodriguez Remix,138230,2021-01-28 11:42:00,0.788,0.707,7,-4.878,1,0.13,0.0061,4.48e-05,0.139,0.31,126.026,7tks4SpHKvcPiMb6cql9Er,4
5131,Alok,Party Never Ends,137144,2021-01-28 11:49:00,0.71,0.424,11,-13.175,1,0.05,0.00366,0.816,0.166,0.726,150.017,7MEVuPXg9DMA8IHSkRbmXu,4
5133,Nikki Vianna,Mambo - Leandro Da Silva Remix,57969,2021-01-28 11:52:00,0.598,0.984,10,-3.504,0,0.0445,0.0109,0.159,0.967,0.621,127.985,5vyY8SBue4y6MkXa7NsRv5,4
5134,Rosette,Na Na - Tommie Sunshine & Disco Fries Remix,161520,2021-01-28 11:55:00,0.794,0.867,6,-5.368,0,0.0812,0.0234,0.00606,0.391,0.704,125.018,2BnQGw8KVeKSo9gpUOmFMk,4
5135,GATTÜSO,Easy Boy,173919,2021-01-28 11:58:00,0.849,0.769,4,-2.431,1,0.0756,0.132,6.73e-05,0.0929,0.739,98.062,4f6bRqMzm8HEJIbZI2RkbB,4
5136,Yves V,Round & Round,161279,2021-01-28 12:00:00,0.545,0.686,10,-4.081,1,0.0665,0.00265,0.0,0.477,0.486,127.996,5RhxBpoCwX2vLBcSJzYa5j,4
5137,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,9648,2021-01-28 12:01:00,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4cG7HUWYHBV6R6tHn1gxrl,4
5138,Fedde Le Grand,All Over The World,142844,2021-01-28 12:04:00,0.66,0.746,11,-7.696,0,0.04,0.624,1.49e-06,0.946,0.797,123.747,7psAMS9VACNOP4kmPbRqXY,4
5140,ARTY,Run Away,71715,2021-01-28 12:09:00,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,3DK6m7It6Pw857FcQftMds,4
5141,MOTi,What U Waiting Fo,153333,2021-01-28 12:17:00,0.676,0.948,5,-2.557,1,0.0632,0.0501,8.91e-06,0.384,0.728,136.027,7bZsx7Zif6FIhrcZrh0LVm,4
5142,LOthief,Dirty Talk,8335,2021-01-28 12:21:00,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,6g6A7qNhTfUgOSH7ROOxTD,4
5143,Endor,Pump It Up,149015,2021-01-28 12:21:00,0.898,0.893,1,-7.255,1,0.225,0.207,9.33e-05,0.061,0.653,129.047,4tcPIwy0UvLYjhXLrMyx89,4
5144,Fifth Harmony,Por Favor - Spanglish Version,198911,2021-01-28 12:25:00,0.759,0.76,2,-5.427,1,0.0706,0.188,2.1e-06,0.0607,0.733,98.029,2vHDurkzJ8dhCzoPzqiE2C,4
5145,Fifth Harmony,Make You Mad,32938,2021-01-28 12:25:00,0.533,0.642,6,-6.315,0,0.0403,0.221,0.00697,0.238,0.488,123.128,3o4MvKnqwaANjHpsM4UMD0,4
5146,Fifth Harmony,Reflection,6211,2021-01-28 12:25:00,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,2xql0pid3EUwW38AsywxhV,4
5147,Fifth Harmony,Que Bailes Conmigo Hoy - Don't Wanna Dance Alone,217120,2021-01-28 12:29:00,0.777,0.791,1,-3.536,0,0.0534,0.0573,2.04e-05,0.0233,0.837,119.034,3CzMSti7D2H1kyg4SzJHLD,4
5148,Fifth Harmony,Don't Say You Love Me,193066,2021-01-28 12:37:00,0.768,0.393,6,-5.589,0,0.055,0.282,0.0,0.0873,0.183,107.033,5rRumLDp9XuVCzpRgybX7w,4
5149,Fifth Harmony,Tú Eres Lo Que Yo Quiero - Better Together,196640,2021-01-28 12:40:00,0.416,0.725,10,-4.437,1,0.135,0.0332,0.0,0.127,0.599,179.888,24GYqzh2r1lxCjxlAvs3PE,4
5152,Maluma,Sin Contrato (feat. Fifth Harmony),21315,2021-01-28 12:49:00,0.782,0.791,11,-6.038,0,0.102,0.144,0.0,0.169,0.896,96.022,09S64DUkxIX9EwIaULu6yN,4
5153,Fifth Harmony,Write On Me,3335,2021-01-28 12:49:00,0.441,0.692,7,-5.427,0,0.128,0.359,1.94e-06,0.161,0.475,189.879,0UnhE0UhBTBwtnzEXzP0it,4
5155,Fifth Harmony,Worth It (feat. Kid Ink),5246,2021-01-28 12:53:00,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,41Fflg7qHiVOD6dEPvsCzO,4
5156,Fifth Harmony,That's My Girl,204013,2021-01-28 13:00:00,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,2ACOWPLUe4A4KuQ5ioD2od,4
5158,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2021-01-28 13:07:00,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,7nD9nN3jord9wWcfW3Gkcm,4
5169,Raven & Kreyn,Sing For You,140583,2021-01-28 19:15:00,0.341,0.288,8,-7.544,1,0.0335,0.852,0.0,0.363,0.443,170.202,7htOPFqaCfI6j5ssnz2cla,3
5171,Future Class,Good Dope,172253,2021-01-28 19:23:00,0.863,0.409,1,-8.55,0,0.321,0.0887,0.0281,0.359,0.2,130.011,2YXEUNdnNLtFuf5gi3LnWm,4
5174,David Solomon,Rescue Me (feat. Alex Newell),154711,2021-01-28 19:30:00,0.71,0.915,2,-2.804,1,0.0974,0.00055,0.000836,0.338,0.532,125.063,6gGDLMfulzBWB05ZlH7TOa,4
5175,Tiësto,Nothing Really Matters,151173,2021-01-28 19:33:00,0.396,0.224,4,-8.829,1,0.0339,0.888,0.0,0.111,0.297,82.699,4fGbdX3qUTOS8Kpsc8hQT6,5
5192,Lucas & Steve,Another Life (feat. Alida),203225,2021-02-01 07:57:00,0.541,0.653,5,-5.954,1,0.04,0.00531,0.0,0.126,0.264,123.854,0NWVFwJxCMjBdTOCePlQdl,4
5193,i_o,Castles In The Sky,38209,2021-02-01 07:58:00,0.578,0.87,0,-6.422,0,0.0323,0.00268,0.412,0.0346,0.667,139.992,3uMZMYC0GurzpeTf9QvPe0,4
5280,Elle Winter,"Yeah, No.",198671,2021-02-02 11:34:00,0.681,0.764,8,-4.433,1,0.0815,0.0209,1.94e-06,0.151,0.399,85.963,5ZjQpx5kR6lBzZytzy0G7W,4
5283,Jax Jones,This Is Real (ft. Ella Henderson),199160,2021-02-02 12:16:00,0.683,0.817,6,-5.071,1,0.0413,0.0262,0.0768,0.0986,0.603,122.008,1pRShUtGOG6ZP5fsnw9G4h,4
5286,MAX,Love Me Less (feat. Kim Petras),177669,2021-02-02 12:30:00,0.743,0.847,11,-2.319,0,0.0931,0.0685,0.0,0.311,0.669,145.043,3BaqaNqlr2BAOgtmamDqSV,4
5287,Lost Kings,LA & The Parties,165684,2021-02-02 12:34:00,0.543,0.883,10,-4.247,1,0.065,0.0667,8.49e-05,0.156,0.523,157.815,4BX9utrulgT68sAqwWjrkZ,4
5304,Faustix,Crying In The Sun - Le Boeuf Remix,169830,2021-02-03 05:44:00,0.822,0.792,11,-4.471,0,0.124,0.0518,1.09e-06,0.124,0.842,117.984,4dtTsxiztEoD9SQLBhifal,4
5310,Danny Avila,End Of The Night,205724,2021-02-03 06:04:00,0.666,0.72,9,-4.483,1,0.0269,0.371,0.0,0.0793,0.312,99.97,46n9OJc7LOIVdj8t2l5WA5,4
5317,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",233858,2021-02-03 06:56:00,0.638,0.659,10,-6.215,0,0.0627,0.0127,0.0,0.187,0.341,103.029,16geeCnXrbiomV1IZ8Kudc,4
5320,John De Sohn,Happy Kids,55090,2021-02-03 07:01:00,0.603,0.649,11,-5.848,1,0.0476,0.0105,0.0,0.243,0.672,124.073,3nVJ4tGeLFR6HUiz3e7qAe,4
5331,Dimitri Vegas & Like Mike,Instagram - R3HAB Remix,40816,2021-02-03 07:35:00,0.436,0.858,1,-4.069,0,0.104,0.0554,0.0,0.173,0.502,122.568,2UdCIrsZR9bw96kcLAyAyh,4
5332,Diplo,Lonely (with Jonas Brothers),139809,2021-02-03 07:37:00,0.739,0.717,1,-5.123,1,0.0565,0.0611,0.0,0.206,0.529,98.047,6eXFl418w8hsxKcLgv1jwJ,4
5336,ARTY,Save Me Tonight,170079,2021-02-03 07:51:00,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,1nufXiTCTTAeJfO9hLHvO8,4
5338,The Him,Tragic (feat. Amber Van Day),166693,2021-02-03 07:57:00,0.741,0.715,0,-5.428,1,0.0633,0.0321,0.0,0.0779,0.332,123.879,29W5NNWGKY7ednK04SkZsK,4
5339,Mako,I Won't Let You Walk Away - Lost Kings Remix,246593,2021-02-03 08:01:00,0.601,0.819,3,-6.13,1,0.0314,0.0997,0.00146,0.115,0.297,127.998,05KeRMxuutPAe5JOVlzZi3,4
5340,Diplo,Heartless (with Julia Michaels & Morgan Wallen),172973,2021-02-03 08:04:00,0.648,0.553,11,-6.35,1,0.0409,0.212,0.0,0.0728,0.275,110.949,0VFQC71dmUjuW5bU5Ewdmg,4
5341,Ava Max,My Head & My Heart,174760,2021-02-03 08:07:00,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,1KixkQVDUHggZMU9dUobgm,4
5342,HUGEL,Better,173698,2021-02-03 08:10:00,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,6zeeWid2sgw4lap2jV61PZ,4
5343,Jax Jones,Harder (with Bebe Rexha),159760,2021-02-03 08:13:00,0.907,0.834,5,-3.028,0,0.0727,0.0895,0.0,0.154,0.75,104.019,5RgBnDtHKFHgtVdqabjGE3,4
5346,MEDUZA,Piece Of Your Heart,38036,2021-02-03 12:10:00,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,1DFD5Fotzgn6yYXkYsKiGs,4
5347,John K,if we never met - remix,186594,2021-02-03 12:14:00,0.927,0.573,8,-5.804,1,0.0491,0.0339,0.000179,0.1,0.767,114.994,0o6NlHNV7Tet6yh9BC6BGd,4
5348,Deacon,Long Run (feat. Nina Nesbitt),174480,2021-02-03 12:21:00,0.683,0.57,2,-8.513,1,0.216,0.103,0.0,0.12,0.667,169.883,71xLha47XAePi0EbzHAbEW,4
5349,Avicii,SOS (feat. Aloe Blacc),157202,2021-02-03 12:27:00,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,2x0RZdkZcD8QRI53XT4GI5,4
5352,KREAM,Deep End (feat. JHart) - Eden Prince Remix,208095,2021-02-03 12:37:00,0.677,0.848,7,-6.14,0,0.0741,0.0154,0.00111,0.277,0.469,125.068,4rgtPGf9Vp2aWiM0NooJvE,4
5353,Demi Lovato,I Love Me,203672,2021-02-03 12:41:00,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,2IHLaN6wwYKQ3S24NsQqpA,4
5354,Cash Cash,Call You (feat. Nasri of MAGIC!),219450,2021-02-03 12:45:00,0.494,0.767,10,-4.101,1,0.051,0.12,0.0,0.374,0.112,125.506,1gdMKFGWrI34ZTO8k7Hfg6,3
5358,Faustix,Need You,182160,2021-02-03 12:57:00,0.718,0.596,11,-8.195,0,0.053,0.073,0.0,0.0796,0.475,87.977,5FkBoG7xkb0pPkaO8rS5td,4
5359,HUGEL,WTF (feat. Amber Van Day),160686,2021-02-03 13:00:00,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,0gn93i7HJt0calph67R5Wu,4
5360,Daya,"Sit Still, Look Pretty",202226,2021-02-03 13:03:00,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,6w2rrJsn8Qpa7veSaVAyKh,4
5364,Hogland,Letting Go,192088,2021-02-04 05:49:00,0.536,0.702,11,-6.327,0,0.0285,0.154,1.61e-06,0.0938,0.408,136.095,6FSOibqLCbhFrmGdqMbwiZ,4
5365,Two Friends,Looking At You (feat. Sam Vesso),153788,2021-02-04 05:52:00,0.652,0.815,8,-3.784,1,0.131,0.136,0.0,0.0844,0.794,121.969,6vfIjEMBFH9T4paWK990lr,4
5367,Raaban,Hey Baby (feat. A7S),180490,2021-02-04 05:59:00,0.695,0.889,11,-2.983,1,0.0729,0.0347,0.0,0.275,0.691,124.991,6SzbkrY8OH3fHlLwdni592,4
5368,Alan Walker,"Alone, Pt. II",43748,2021-02-04 06:00:00,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,0bMbDctzMmTyK2j74j3nF3,4
5369,KREAM,Edit You (feat. Stela Cole),188961,2021-02-04 06:07:00,0.532,0.802,6,-4.905,0,0.1,0.0252,0.0,0.183,0.527,104.65,4dGLgGBSJr083efJXhQJNs,4
5370,Regard,Ride It - Jonas Blue Remix,107507,2021-02-04 06:09:00,0.689,0.946,7,-3.814,0,0.0397,0.00658,0.00189,0.262,0.392,125.037,2ONRkpOJ6X91GMXMthtT0M,4
5372,Joel Corry,Lonely,190955,2021-02-04 06:17:00,0.633,0.529,5,-7.85,0,0.0339,0.307,0.0,0.342,0.578,90.08,6ls5ulRydoPE7oWGPGBqFA,4
5373,Major Lazer,Trigger,171986,2021-02-04 06:19:00,0.603,0.738,2,-5.175,0,0.0986,0.0775,0.0,0.124,0.149,130.804,3H7xeHNvo4hMx0iQ5O5HCh,4
5374,Cash Cash,Mean It (feat. Wrabel),190147,2021-02-04 06:23:00,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,6jmTHeoWvBaSrwWttr8Xvu,4
5375,Lost Kings,Oops (I'm Sorry),202486,2021-02-04 06:27:00,0.657,0.797,2,-5.234,1,0.0298,0.0394,0.0,0.117,0.327,146.027,485KVYPmRISdLpKbaSJ81u,4
5376,Zedd,Good Thing (with Kehlani),210901,2021-02-04 06:30:00,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,5aUSEPNd3m5xliFK4pn5mU,3
5378,M-22,After Hours,164975,2021-02-04 06:36:00,0.798,0.458,6,-8.278,1,0.0504,0.115,0.0,0.145,0.198,133.972,1OwKdSEkvIHlmp07Mtv43V,4
5380,Ava Max,Kings & Queens,162398,2021-02-04 06:43:00,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,7a53HqqArd4b9NF4XAmlbI,4
5381,Cash Cash,Take Me Home (feat. Bebe Rexha),206320,2021-02-04 06:47:00,0.571,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.186,0.477,127.951,2zMXH5k5NZy1Nw460bLvRh,4
5384,Midnight Kids,Run It (feat. Annika Wells),219373,2021-02-04 06:58:00,0.518,0.754,8,-4.365,1,0.0472,0.36,0.0,0.11,0.221,92.953,3n3Oags848AKzbYH6qz5qX,4
5385,Carlie Hanson,Back in My Arms,195200,2021-02-04 07:04:00,0.543,0.781,1,-4.854,0,0.0988,0.0879,0.0,0.0868,0.522,150.174,1FlAMUpKrjY4NdaqsXjl1w,4
5387,GAMPER & DADONI,Perfect (For Somebody Else) [feat. Dewain Whitmore],169633,2021-02-04 07:10:00,0.848,0.627,7,-3.779,1,0.0997,0.0435,0.000209,0.0819,0.734,100.02,17FJBu1ObmgdWduG0Y2EcC,4
5389,Faustix,Thorns,186000,2021-02-04 07:17:00,0.83,0.695,11,-4.483,0,0.277,0.192,6.22e-05,0.103,0.37,159.946,1zUqoSVqUE2O5x3MJ0mHz9,4
5390,Carlie Hanson,Side Effects,1710,2021-02-04 07:22:00,0.595,0.98,2,-1.667,1,0.168,0.0223,0.0,0.0667,0.143,97.452,39doHPm8Vsicb2kuD0weyZ,3
5391,Julia Michaels,Lie Like This,110,2021-02-04 07:22:00,0.735,0.694,1,-5.721,1,0.0538,0.136,1.72e-06,0.0675,0.849,120.983,5yCXLEi384DHGRXYMXgjBR,4
5394,Oliver Heldens,This Groove - Codeko Remix,191612,2021-02-04 07:29:00,0.63,0.907,8,-3.598,1,0.0615,0.000913,0.000474,0.119,0.547,124.019,0iIF71yQUh4V3w5J00ob7K,4
5396,MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,214106,2021-02-04 10:27:00,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,4XII12nbsvJblXfG1I2QR4,4
